Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
w0_d2_mcdecision_d38f6ab2_1	p	"If we did we would have said something."	game/scripts/orientation/w0_d2.rpy	610	p "[what]"
w0_d2_mcdecision_678316b0_1	mc	"I agree with JavaScript, this won’t be an error."	game/scripts/orientation/w0_d2.rpy	614	mc "[what]"
w0_d2_mcdecision_9b81c7ea	mc	"So first it will increment x."	game/scripts/orientation/w0_d2.rpy	615	mc "[what]"
w0_d2_mcdecision_68110264	mc	"Then it will print out 5, then 6, then 7, then 8."	game/scripts/orientation/w0_d2.rpy	616	mc "[what]"
w0_d2_mcdecision_9240f543_1	mc	"And then after 7 the loop will have iterated four times which was the original value of x."	game/scripts/orientation/w0_d2.rpy	617	mc "[what]"
w0_d2_mcdecision_d6cc7897_2	mc	"Are we all good with this choice?"	game/scripts/orientation/w0_d2.rpy	618	mc "[what]"
w0_d2_mcdecision_43da92a8_1	c	"I disagree, but I’m not confident enough to say that I am right."	game/scripts/orientation/w0_d2.rpy	620	c "[what]"
w0_d2_mcdecision_9b3a8cd6_1	c	"I say let’s trust your intuition, [mc]."	game/scripts/orientation/w0_d2.rpy	621	c "[what]"
w0_d2_mcdecision_8bc43192_1	c	"Whatever happens, happens, it’s just a game."	game/scripts/orientation/w0_d2.rpy	622	c "[what]"
w0_d2_mcdecision_9e32d7fc_2	bsl	"Alright, time’s up!"	game/scripts/orientation/w0_d2.rpy	624	bsl "[what]"
w0_d2_mcdecision_65982b4d_2	bsl	"Everyone, write your answers down and hold them up."	game/scripts/orientation/w0_d2.rpy	625	bsl "[what]"
w0_d2_mcdecision_07bdde05_2		.....	game/scripts/orientation/w0_d2.rpy	626	"[what]"
w0_d2_mcdecision_f26d284b_2	bsl	"Ooh, it looks like only one group got that right!"	game/scripts/orientation/w0_d2.rpy	628	bsl "[what]"
w0_d2_mcdecision_48c7a1fa	bsl	"The correct answer was 5678, only team 1 got that correct!"	game/scripts/orientation/w0_d2.rpy	629	bsl "[what]"
w0_d2_mcdecision_343678f4_2	bsl	"The reason it was 5678 was because when the loop begins it references the value held in x."	game/scripts/orientation/w0_d2.rpy	630	bsl "[what]"
w0_d2_mcdecision_445d625d_2	bsl	"This is the only time x is referenced in relation to the number of iterations, so changing x afterwards has no effect on the amount of iterations."	game/scripts/orientation/w0_d2.rpy	631	bsl "[what]"
w0_d2_mcdecision_d618fa4a_2	bsl	"And before we print x we increment it, which is why the first number is 5, not 4."	game/scripts/orientation/w0_d2.rpy	632	bsl "[what]"
w0_d2_mcdecision_e1c507ee	mc	"Oh nice, we got it right!"	game/scripts/orientation/w0_d2.rpy	633	mc "[what]"
w0_d2_mcdecision_4983c405	mc	"Good job guys, I am glad we were able to work through that!"	game/scripts/orientation/w0_d2.rpy	634	mc "[what]"
w0_d2_mcdecision_33dae302	p	"Yes! We make such a good team."	game/scripts/orientation/w0_d2.rpy	636	p "[what]"
w0_d2_mcdecision_33a46fdf		Some time later...	game/scripts/orientation/w0_d2.rpy	638	"[what]"
w0_d2_mcdecision_2b060b2a	bsl	"And the team with the most points is..."	game/scripts/orientation/w0_d2.rpy	639	bsl "[what]"
w0_d2_mcdecision_07bdde05_3		.....	game/scripts/orientation/w0_d2.rpy	640	"[what]"
w0_d2_mcdecision_dfbfa288	bsl	"Team 1!"	game/scripts/orientation/w0_d2.rpy	641	bsl "[what]"
w0_d2_mcdecision_835afebc	js	"OMG Yes!!!"	game/scripts/orientation/w0_d2.rpy	643	js "[what]"
w0_d2_mcdecision_e17eccf2	p	"That was so much fun!"	game/scripts/orientation/w0_d2.rpy	644	p "[what]"
w0_d2_mcdecision_f6f2e1b1	c	{i}Smiles{/i}	game/scripts/orientation/w0_d2.rpy	645	c "[what]"
w0_d2_mcdecision_9cdd0565	js	"I see that smile, C++..."	game/scripts/orientation/w0_d2.rpy	646	js "[what]"
w0_d2_mcdecision_9a94e898	js	"Admit it, you had fun!"	game/scripts/orientation/w0_d2.rpy	647	js "[what]"
w0_d2_mcdecision_9bcd4195	c	"I guess it wasn’t boring..."	game/scripts/orientation/w0_d2.rpy	648	c "[what]"
w0_d2_mcdecision_afccf586		{i}Everyone laughs.{/i}	game/scripts/orientation/w0_d2.rpy	649	"[what]"
w0_d2_mcdecision_4a8221d5	mc	"Well, that was a fun day."	game/scripts/orientation/w0_d2.rpy	652	mc "[what]"
w0_d2_mcdecision_c1912789	mc	"Those girls were so nice, I hope I can run into them again tomorrow."	game/scripts/orientation/w0_d2.rpy	653	mc "[what]"
w0_d2_mcdecision_9dea125b	mc	"One thing is for sure, I can’t stay up late again."	game/scripts/orientation/w0_d2.rpy	654	mc "[what]"
w0_d2_mcdecision_22d8fff0		{i}You let out a very, very large yawn.{/i}	game/scripts/orientation/w0_d2.rpy	655	"[what]"
w0_d2_mcdecision_98142ab9	mc	"I don’t think I could if I wanted to..."	game/scripts/orientation/w0_d2.rpy	656	mc "[what]"
w0_d2_mcdecision_2acfc3b1		{i}zzz{/i}	game/scripts/orientation/w0_d2.rpy	657	"[what]"
w0_d3_MeetingRust_c4b6db8d	r	"Hey there! My name is Rust."	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	4	r "[what]"
w0_d3_FirstTimeRust_d387d9f4	r	"You look about my age, do you go to UB?"	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	9	r "[what]" nointeract
w0_d3_FirstTimeRust_a94f226f	mc	"Yeah, I do, my name is [mc]."	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	13	mc "[what]"
w0_d3_FirstTimeRust_4d56583b	r	"Cool, you seem chill. What’s your major?"	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	14	r "[what]"
w0_d3_FirstTimeRust_fbe22ebe	mc	"Wouldn’t you like to know..."	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	15	mc "[what]"
w0_d3_FirstTimeRust_354ccd4c	r	"Damn, I was just wondering."	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	21	r "[what]"
w0_d3_FirstTimeRust_9eee295f	r	"I’m in Computer Engineering, in case you wanted to know mine."	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	22	r "[what]"
w0_d3_FirstTimeRust_0bca6568	mc	"Oh thanks, I didn’t want to know."	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	23	mc "[what]"
w0_d3_FirstTimeRust_935f654b	r	"Jeez, you don’t have to be mean about it, man."	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	24	r "[what]"
w0_d3_FirstTimeRust_1bdf17ed	mc	"Whatever."	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	25	mc "[what]"
w0_d3_FirstTimeRust_2529b2be		{i}Rust leaves{/i}	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	27	"[what]"
w0_d3_FirstTimeRust_d83db9f9	mc	"Yeah I do! My name is [mc], nice to meet you!"	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	31	mc "[what]"
w0_d3_FirstTimeRust_b2e4ddc8	mc	"What major are you?"	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	32	mc "[what]"
w0_d3_FirstTimeRust_0ce9c55a	r	{i}*Smiles*{/i} "I’m in computer engineering, what about you?"	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	33	r "[what]"
w0_d3_FirstTimeRust_0ad423d6	mc	"Oh cool, I’m in computer science!"	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	34	mc "[what]"
w0_d3_FirstTimeRust_7da7e186	mc	"We both need to take Programming 1 as freshmen, right?"	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	35	mc "[what]"
w0_d3_FirstTimeRust_38005830	mc	"Are you going to be doing it this semester?"	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	36	mc "[what]"
w0_d3_FirstTimeRust_361163b9	r	"Yeah, that’s what I am planning on doing."	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	37	r "[what]"
w0_d3_FirstTimeRust_eca130a1	r	"I have some programming experience from highschool, but I’m excited to start learning more here."	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	38	r "[what]"
w0_d3_FirstTimeRust_d18130a5	r	"We could totally work on projects and study together!"	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	39	r "[what]"
w0_d3_FirstTimeRust_74da0f5a	mc	"Absolutely! That would be really cool!"	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	40	mc "[what]"
w0_d3_FirstTimeRust_b09bf189	mc	"We’ll probably be spending a lot of time together then."	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	41	mc "[what]"
w0_d3_FirstTimeRust_699ce3d9	r	"For sure, I’m excited to become better friends with you."	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	42	r "[what]"
w0_d3_FirstTimeRust_8c0868d1	r	"Well anyway, I have to get going."	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	43	r "[what]"
w0_d3_FirstTimeRust_191c2d57	r	"Gotta do a few more things before I leave for orientation."	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	44	r "[what]"
w0_d3_FirstTimeRust_17d5b074	r	"It was nice seeing you again, hope to see you around soon!"	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	45	r "[what]"
w0_d3_FirstTimeRust_2529b2be_1		{i}Rust leaves{/i}	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	47	"[what]"
w0_d3_FirstTimeRust_5c7becbb	mc	Hey there, your name is...	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	50	mc "[what]"
w0_d3_RustName_2169936e	mc	Your name is Robust, right?	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	58	mc "[what]"
w0_d3_RustName_189c417d	r	Oh, it’s you.	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	61	r "[what]"
w0_d3_RustName_967e1929	r	Of course you don’t remember.	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	62	r "[what]"
w0_d3_RustName_5e107560	r	My name is Rust.	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	63	r "[what]"
w0_d3_RustName_6816cbcb	r	Now what do you want?	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	64	r "[what]"
w0_d3_RustName_e6343389	mc	Your name is Robin, right?	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	69	mc "[what]"
w0_d3_RustName_189c417d_1	r	Oh, it’s you.	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	72	r "[what]"
w0_d3_RustName_967e1929_1	r	Of course you don’t remember.	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	73	r "[what]"
w0_d3_RustName_5e107560_1	r	My name is Rust.	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	74	r "[what]"
w0_d3_RustName_6816cbcb_1	r	Now what do you want?	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	75	r "[what]"
w0_d3_RustName_5a667fa9	mc	Your name is Rust, right?	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	79	mc "[what]"
w0_d3_RustName_189c417d_2	r	Oh, it’s you.	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	82	r "[what]"
w0_d3_RustName_6eb0c46a	r	Yeah, that's my name.	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	83	r "[what]"
w0_d3_RustName_d4fcb187	r	What do you want?	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	84	r "[what]"
w0_d3_RustName_6cf5b664	mc	Your name is Resch, right?	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	89	mc "[what]"
w0_d3_RustName_189c417d_3	r	Oh, it’s you.	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	92	r "[what]"
w0_d3_RustName_967e1929_2	r	Of course you don’t remember.	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	93	r "[what]"
w0_d3_RustName_5e107560_2	r	My name is Rust.	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	94	r "[what]"
w0_d3_RustName_6816cbcb_2	r	Now what do you want?	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	95	r "[what]"
w0_d3_RustName_6816cbcb_3	r	Now what do you want?	game/scripts/orientation/w0_d3 choices/w0_d3_MeetingRust.rpy	98	r "[what]"
w0_d3_a07e272d		{i}You wake up{/i}	game/scripts/orientation/w0_d3.rpy	3	"[what]"
w0_d3_75a58429	mc	Uh oh, don’t tell me I slept through my alarm again!	game/scripts/orientation/w0_d3.rpy	4	mc "[what]"
w0_d3_121499a0		{i}You alarm goes off{/i}	game/scripts/orientation/w0_d3.rpy	5	"[what]"
w0_d3_d90c4e06	mc	...Looks like I woke up right before it.	game/scripts/orientation/w0_d3.rpy	6	mc "[what]"
w0_d3_15d3d724	mc	Much better than yesterday, let me start getting ready...	game/scripts/orientation/w0_d3.rpy	7	mc "[what]"
w0_d3_a8b45c92		{i}You brush your teeth, take a shower, and get dressed.{/i}	game/scripts/orientation/w0_d3.rpy	8	"[what]"
w0_d3_46e47c5e	mc	All set! And I actually have enough time to eat breakfast this time!	game/scripts/orientation/w0_d3.rpy	9	mc "[what]"
w0_d3_0b890e16	mc	Oh wow! Everything looks so good!	game/scripts/orientation/w0_d3.rpy	11	mc "[what]"
w0_d3_0f220370		{i}While holding your food you notice that there is only one seat available, and it’s next to a boy who looks about your age.{/i}	game/scripts/orientation/w0_d3.rpy	12	"[what]"
w0_d3_f46cdc36	mc	Well, I guess I’m eating with him.	game/scripts/orientation/w0_d3.rpy	13	mc "[what]"
